SN,act_id,c17_2
8271,Cattle,Throughout the year
2086,"Food crops: maize, rice, beans, etc.",Seasonally
2086,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
3205,"Food crops: maize, rice, beans, etc.",Seasonally
2911,"Goats, sheep, pigs, etc.",Throughout the year
2911,"Food crops: maize, rice, beans, etc.",Seasonally
2911,Other (specify),Seasonally
2911,Cattle,Throughout the year
2911,"Other livestock such as poultry, rabbits etc.",Throughout the year
3206,"Food crops: maize, rice, beans, etc.",Throughout the year
3206,"Other livestock such as poultry, rabbits etc.",Throughout the year
3206,"Goats, sheep, pigs, etc.",Throughout the year
3206,Cattle,Throughout the year
2314,"Other livestock such as poultry, rabbits etc.",Throughout the year
2314,"Food crops: maize, rice, beans, etc.",Seasonally
2506,"Food crops: maize, rice, beans, etc.",Seasonally
9341,"Food crops: maize, rice, beans, etc.",Seasonally
9341,"Goats, sheep, pigs, etc.",Throughout the year
5335,"Food crops: maize, rice, beans, etc.",Throughout the year
5335,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
4225,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
4225,"Food crops: maize, rice, beans, etc.",Seasonally
1419,"Food crops: maize, rice, beans, etc.",Seasonally
1419,"Other livestock such as poultry, rabbits etc.",Only sometimes
8628,"Food crops: maize, rice, beans, etc.",Throughout the year
8628,Cattle,Throughout the year
8628,"Goats, sheep, pigs, etc.",Throughout the year
3727,"Food crops: maize, rice, beans, etc.",Seasonally
348,"Other livestock such as poultry, rabbits etc.",Throughout the year
348,Oil seeds,Seasonally
348,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
348,"Food crops: maize, rice, beans, etc.",Seasonally
8503,"Food crops: maize, rice, beans, etc.",Seasonally
9085,"Food crops: maize, rice, beans, etc.",Seasonally
9085,"Goats, sheep, pigs, etc.",Throughout the year
9085,"Other livestock such as poultry, rabbits etc.",Throughout the year
9085,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
9085,Cattle,Throughout the year
9085,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Throughout the year
6468,"Other livestock such as poultry, rabbits etc.",Throughout the year
6468,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
6468,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Only sometimes
6767,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Throughout the year
1826,Oil seeds,Seasonally
1826,"Food crops: maize, rice, beans, etc.",Seasonally
1420,"Food crops: maize, rice, beans, etc.",Seasonally
1827,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1827,"Food crops: maize, rice, beans, etc.",Seasonally
1827,"Other livestock such as poultry, rabbits etc.",Throughout the year
1827,Oil seeds,Seasonally
4706,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
4706,"Food crops: maize, rice, beans, etc.",Seasonally
4706,"Goats, sheep, pigs, etc.",Throughout the year
2912,"Other livestock such as poultry, rabbits etc.",Throughout the year
2912,"Food crops: maize, rice, beans, etc.",Seasonally
2912,"Goats, sheep, pigs, etc.",Throughout the year
2912,Cattle,Throughout the year
4707,"Goats, sheep, pigs, etc.",Throughout the year
4707,"Food crops: maize, rice, beans, etc.",Seasonally
5336,"Food crops: maize, rice, beans, etc.",Seasonally
5336,Fishing or aquaculture,Seasonally
5779,"Other livestock such as poultry, rabbits etc.",Throughout the year
5779,"Goats, sheep, pigs, etc.",Throughout the year
5779,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
5779,"Food crops: maize, rice, beans, etc.",Throughout the year
2698,"Food crops: maize, rice, beans, etc.",Seasonally
3207,"Food crops: maize, rice, beans, etc.",Seasonally
3207,Oil seeds,Seasonally
1421,"Other livestock such as poultry, rabbits etc.",Throughout the year
1421,"Food crops: maize, rice, beans, etc.",Seasonally
7264,"Food crops: maize, rice, beans, etc.",Seasonally
5780,"Food crops: maize, rice, beans, etc.",Seasonally
5780,"Other livestock such as poultry, rabbits etc.",Throughout the year
5780,"Goats, sheep, pigs, etc.",Throughout the year
5780,Cattle,Throughout the year
8630,"Food crops: maize, rice, beans, etc.",Seasonally
8630,"Other livestock such as poultry, rabbits etc.",Throughout the year
4226,"Goats, sheep, pigs, etc.",Throughout the year
4226,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
4226,"Food crops: maize, rice, beans, etc.",Seasonally
6471,Fishing or aquaculture,Throughout the year
757,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
757,"Food crops: maize, rice, beans, etc.",Seasonally
757,"Goats, sheep, pigs, etc.",Throughout the year
757,"Other livestock such as poultry, rabbits etc.",Throughout the year
757,Cattle,Seasonally
2315,"Food crops: maize, rice, beans, etc.",Seasonally
2315,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Only sometimes
6902,"Food crops: maize, rice, beans, etc.",Seasonally
8272,Cattle,Throughout the year
8272,"Food crops: maize, rice, beans, etc.",Seasonally
4227,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
4227,"Food crops: maize, rice, beans, etc.",Seasonally
4227,"Goats, sheep, pigs, etc.",Seasonally
4708,"Food crops: maize, rice, beans, etc.",Seasonally
4708,Cattle,Throughout the year
4708,"Other livestock such as poultry, rabbits etc.",Throughout the year
6768,"Goats, sheep, pigs, etc.",Throughout the year
6768,"Food crops: maize, rice, beans, etc.",Seasonally
6262,"Food crops: maize, rice, beans, etc.",Seasonally
6262,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
6262,"Other livestock such as poultry, rabbits etc.",Throughout the year
6262,"Goats, sheep, pigs, etc.",Throughout the year
2316,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
2316,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
2316,"Food crops: maize, rice, beans, etc.",Seasonally
2316,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1828,Cattle,Seasonally
1828,"Other livestock such as poultry, rabbits etc.",Throughout the year
1828,Oil seeds,Seasonally
1828,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1828,"Goats, sheep, pigs, etc.",Throughout the year
8944,"Food crops: maize, rice, beans, etc.",Seasonally
3728,"Food crops: maize, rice, beans, etc.",Throughout the year
4709,"Goats, sheep, pigs, etc.",Throughout the year
4709,"Food crops: maize, rice, beans, etc.",Seasonally
4709,Cattle,Throughout the year
3423,Cattle,Seasonally
3423,"Food crops: maize, rice, beans, etc.",Seasonally
9213,"Food crops: maize, rice, beans, etc.",Seasonally
9213,"Other livestock such as poultry, rabbits etc.",Seasonally
1422,"Food crops: maize, rice, beans, etc.",Seasonally
3208,"Other livestock such as poultry, rabbits etc.",Throughout the year
3208,"Goats, sheep, pigs, etc.",Throughout the year
3208,"Food crops: maize, rice, beans, etc.",Seasonally
3208,Cattle,Throughout the year
6606,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
6606,Fishing or aquaculture,Throughout the year
7266,"Food crops: maize, rice, beans, etc.",Seasonally
7266,"Other livestock such as poultry, rabbits etc.",Throughout the year
5549,"Food crops: maize, rice, beans, etc.",Seasonally
5549,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5549,"Other livestock such as poultry, rabbits etc.",Throughout the year
5781,"Food crops: maize, rice, beans, etc.",Seasonally
5781,Cattle,Throughout the year
5781,"Other livestock such as poultry, rabbits etc.",Throughout the year
5009,"Goats, sheep, pigs, etc.",Throughout the year
5009,"Other livestock such as poultry, rabbits etc.",Throughout the year
5009,"Food crops: maize, rice, beans, etc.",Seasonally
5009,Beekeeping,Seasonally
3730,"Food crops: maize, rice, beans, etc.",Seasonally
2507,"Food crops: maize, rice, beans, etc.",Seasonally
3209,"Food crops: maize, rice, beans, etc.",Seasonally
7805,Oil seeds,Seasonally
2508,"Food crops: maize, rice, beans, etc.",Seasonally
1423,"Goats, sheep, pigs, etc.",Throughout the year
1423,"Food crops: maize, rice, beans, etc.",Seasonally
4485,"Food crops: maize, rice, beans, etc.",Seasonally
4486,"Food crops: maize, rice, beans, etc.",Seasonally
1829,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1829,"Food crops: maize, rice, beans, etc.",Seasonally
758,"Food crops: maize, rice, beans, etc.",Seasonally
8009,"Food crops: maize, rice, beans, etc.",Throughout the year
4228,"Food crops: maize, rice, beans, etc.",Seasonally
4228,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
4228,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
5189,"Other livestock such as poultry, rabbits etc.",Throughout the year
5189,"Food crops: maize, rice, beans, etc.",Seasonally
7385,"Food crops: maize, rice, beans, etc.",Seasonally
8206,Other (specify),Seasonally
8206,"Food crops: maize, rice, beans, etc.",Seasonally
6979,"Food crops: maize, rice, beans, etc.",Seasonally
4710,"Food crops: maize, rice, beans, etc.",Seasonally
4710,"Other livestock such as poultry, rabbits etc.",Throughout the year
4487,"Food crops: maize, rice, beans, etc.",Seasonally
4487,"Other livestock such as poultry, rabbits etc.",Throughout the year
4487,Cattle,Throughout the year
4487,"Goats, sheep, pigs, etc.",Throughout the year
4711,"Food crops: maize, rice, beans, etc.",Seasonally
3731,"Food crops: maize, rice, beans, etc.",Throughout the year
349,Oil seeds,Seasonally
349,"Food crops: maize, rice, beans, etc.",Seasonally
8207,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
8207,"Food crops: maize, rice, beans, etc.",Seasonally
8207,"Other livestock such as poultry, rabbits etc.",Throughout the year
8207,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
5010,"Food crops: maize, rice, beans, etc.",Seasonally
4488,"Goats, sheep, pigs, etc.",Throughout the year
4488,"Food crops: maize, rice, beans, etc.",Seasonally
4488,Cattle,Throughout the year
4488,"Other livestock such as poultry, rabbits etc.",Throughout the year
6903,"Food crops: maize, rice, beans, etc.",Seasonally
6903,"Other livestock such as poultry, rabbits etc.",Throughout the year
6903,"Goats, sheep, pigs, etc.",Seasonally
5550,Cattle,Throughout the year
5550,"Food crops: maize, rice, beans, etc.",Throughout the year
4712,"Food crops: maize, rice, beans, etc.",Seasonally
4712,"Other livestock such as poultry, rabbits etc.",Only sometimes
6607,"Other livestock such as poultry, rabbits etc.",Throughout the year
6607,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Only sometimes
6607,"Food crops: maize, rice, beans, etc.",Seasonally
6607,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
3946,"Food crops: maize, rice, beans, etc.",Throughout the year
3946,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
3946,Cattle,Throughout the year
1424,"Food crops: maize, rice, beans, etc.",Seasonally
1424,Other (specify),Seasonally
4489,"Food crops: maize, rice, beans, etc.",Only sometimes
2317,"Food crops: maize, rice, beans, etc.",Seasonally
2317,"Goats, sheep, pigs, etc.",Throughout the year
1425,"Food crops: maize, rice, beans, etc.",Seasonally
1425,"Goats, sheep, pigs, etc.",Seasonally
6769,Cattle,Throughout the year
6769,"Other livestock such as poultry, rabbits etc.",Throughout the year
6769,"Food crops: maize, rice, beans, etc.",Seasonally
6769,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
6769,"Goats, sheep, pigs, etc.",Throughout the year
6472,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
6608,"Food crops: maize, rice, beans, etc.",Seasonally
6608,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
759,Cattle,Throughout the year
5190,"Food crops: maize, rice, beans, etc.",Only sometimes
3732,"Food crops: maize, rice, beans, etc.",Throughout the year
3210,"Food crops: maize, rice, beans, etc.",Seasonally
3210,"Goats, sheep, pigs, etc.",Throughout the year
350,Other (specify),Seasonally
5011,Oil seeds,Seasonally
5011,"Goats, sheep, pigs, etc.",Throughout the year
5011,Cattle,Throughout the year
5011,"Food crops: maize, rice, beans, etc.",Seasonally
5011,"Other livestock such as poultry, rabbits etc.",Throughout the year
2913,"Food crops: maize, rice, beans, etc.",Throughout the year
2913,"Goats, sheep, pigs, etc.",Throughout the year
760,"Food crops: maize, rice, beans, etc.",Seasonally
5782,"Food crops: maize, rice, beans, etc.",Seasonally
761,"Other livestock such as poultry, rabbits etc.",Throughout the year
761,"Goats, sheep, pigs, etc.",Throughout the year
761,"Food crops: maize, rice, beans, etc.",Throughout the year
1094,"Food crops: maize, rice, beans, etc.",Seasonally
1094,Cattle,Throughout the year
1094,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
6473,"Food crops: maize, rice, beans, etc.",Seasonally
1426,"Food crops: maize, rice, beans, etc.",Seasonally
5191,"Food crops: maize, rice, beans, etc.",Throughout the year
8409,Oil seeds,Seasonally
8409,"Food crops: maize, rice, beans, etc.",Seasonally
7096,Fishing or aquaculture,Throughout the year
5783,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5783,"Other livestock such as poultry, rabbits etc.",Throughout the year
5783,Cattle,Throughout the year
5783,"Food crops: maize, rice, beans, etc.",Seasonally
9475,"Food crops: maize, rice, beans, etc.",Throughout the year
9475,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
4490,Cattle,Seasonally
4490,"Other livestock such as poultry, rabbits etc.",Throughout the year
4490,"Food crops: maize, rice, beans, etc.",Seasonally
4491,"Goats, sheep, pigs, etc.",Throughout the year
4491,"Other livestock such as poultry, rabbits etc.",Throughout the year
4491,"Food crops: maize, rice, beans, etc.",Throughout the year
4491,Cattle,Throughout the year
1830,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1830,"Food crops: maize, rice, beans, etc.",Seasonally
4713,"Food crops: maize, rice, beans, etc.",Seasonally
4713,Cattle,Throughout the year
6772,"Other livestock such as poultry, rabbits etc.",Throughout the year
5551,"Other livestock such as poultry, rabbits etc.",Throughout the year
5551,"Goats, sheep, pigs, etc.",Throughout the year
5551,"Food crops: maize, rice, beans, etc.",Seasonally
1831,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
3733,"Goats, sheep, pigs, etc.",Seasonally
3733,"Food crops: maize, rice, beans, etc.",Seasonally
9343,"Other livestock such as poultry, rabbits etc.",Throughout the year
9343,"Food crops: maize, rice, beans, etc.",Seasonally
8947,"Food crops: maize, rice, beans, etc.",Seasonally
6263,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
6263,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
6263,"Food crops: maize, rice, beans, etc.",Seasonally
3424,"Goats, sheep, pigs, etc.",Throughout the year
3424,Cattle,Throughout the year
3424,"Food crops: maize, rice, beans, etc.",Seasonally
3424,Oil seeds,Seasonally
4714,"Food crops: maize, rice, beans, etc.",Seasonally
4714,Fishing or aquaculture,Throughout the year
4714,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
4714,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
4714,"Goats, sheep, pigs, etc.",Throughout the year
4714,"Other livestock such as poultry, rabbits etc.",Throughout the year
4715,"Goats, sheep, pigs, etc.",Throughout the year
4715,"Food crops: maize, rice, beans, etc.",Seasonally
4715,"Other livestock such as poultry, rabbits etc.",Throughout the year
351,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
1095,"Food crops: maize, rice, beans, etc.",Seasonally
1095,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
5337,"Food crops: maize, rice, beans, etc.",Seasonally
6474,Fishing or aquaculture,Throughout the year
