SN,act_id,c17_2
5690,"Food crops: maize, rice, beans, etc.",Seasonally
5690,"Other livestock such as poultry, rabbits etc.",Throughout the year
3071,Cattle,Throughout the year
3071,"Food crops: maize, rice, beans, etc.",Throughout the year
6857,"Food crops: maize, rice, beans, etc.",Seasonally
6857,Cattle,Throughout the year
1285,Oil seeds,Seasonally
1285,"Food crops: maize, rice, beans, etc.",Seasonally
5887,"Food crops: maize, rice, beans, etc.",Seasonally
6858,"Goats, sheep, pigs, etc.",Seasonally
6858,"Food crops: maize, rice, beans, etc.",Seasonally
6858,"Other livestock such as poultry, rabbits etc.",Throughout the year
673,"Food crops: maize, rice, beans, etc.",Seasonally
673,Cattle,Throughout the year
2816,"Food crops: maize, rice, beans, etc.",Seasonally
2816,Oil seeds,Seasonally
4378,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
4378,"Food crops: maize, rice, beans, etc.",Throughout the year
4378,"Other livestock such as poultry, rabbits etc.",Throughout the year
5451,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5451,"Food crops: maize, rice, beans, etc.",Seasonally
4379,Cattle,Throughout the year
4379,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
4379,"Food crops: maize, rice, beans, etc.",Seasonally
4379,"Other livestock such as poultry, rabbits etc.",Throughout the year
4379,"Goats, sheep, pigs, etc.",Throughout the year
8054,Oil seeds,Seasonally
8054,"Food crops: maize, rice, beans, etc.",Seasonally
8460,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Throughout the year
3580,"Food crops: maize, rice, beans, etc.",Seasonally
232,"Food crops: maize, rice, beans, etc.",Seasonally
3072,"Other livestock such as poultry, rabbits etc.",Only sometimes
3072,Oil seeds,Seasonally
3072,"Food crops: maize, rice, beans, etc.",Seasonally
3072,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
3866,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
3866,Cattle,Seasonally
3866,"Food crops: maize, rice, beans, etc.",Seasonally
3866,"Goats, sheep, pigs, etc.",Throughout the year
5691,"Other livestock such as poultry, rabbits etc.",Throughout the year
5691,"Food crops: maize, rice, beans, etc.",Seasonally
5691,"Goats, sheep, pigs, etc.",Throughout the year
8316,"Food crops: maize, rice, beans, etc.",Seasonally
8055,"Food crops: maize, rice, beans, etc.",Seasonally
1970,"Food crops: maize, rice, beans, etc.",Seasonally
8572,"Food crops: maize, rice, beans, etc.",Seasonally
7181,"Food crops: maize, rice, beans, etc.",Seasonally
6859,"Food crops: maize, rice, beans, etc.",Seasonally
6859,"Goats, sheep, pigs, etc.",Throughout the year
1734,"Food crops: maize, rice, beans, etc.",Seasonally
475,"Other livestock such as poultry, rabbits etc.",Throughout the year
475,"Goats, sheep, pigs, etc.",Throughout the year
475,"Food crops: maize, rice, beans, etc.",Seasonally
5267,"Food crops: maize, rice, beans, etc.",Seasonally
5267,"Goats, sheep, pigs, etc.",Throughout the year
5267,Cattle,Throughout the year
5267,"Other livestock such as poultry, rabbits etc.",Throughout the year
4620,"Food crops: maize, rice, beans, etc.",Seasonally
2605,"Goats, sheep, pigs, etc.",Throughout the year
2605,"Food crops: maize, rice, beans, etc.",Seasonally
2605,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
5692,"Food crops: maize, rice, beans, etc.",Seasonally
5692,"Other livestock such as poultry, rabbits etc.",Throughout the year
4099,"Goats, sheep, pigs, etc.",Throughout the year
4099,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
4099,"Food crops: maize, rice, beans, etc.",Seasonally
9186,"Food crops: maize, rice, beans, etc.",Seasonally
233,"Food crops: maize, rice, beans, etc.",Seasonally
4893,"Goats, sheep, pigs, etc.",Throughout the year
4893,Cattle,Throughout the year
4380,"Food crops: maize, rice, beans, etc.",Seasonally
4380,"Goats, sheep, pigs, etc.",Throughout the year
234,"Food crops: maize, rice, beans, etc.",Seasonally
3867,Cattle,Throughout the year
3867,"Other livestock such as poultry, rabbits etc.",Throughout the year
3867,"Goats, sheep, pigs, etc.",Throughout the year
3867,"Food crops: maize, rice, beans, etc.",Seasonally
4381,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
4381,"Other livestock such as poultry, rabbits etc.",Seasonally
4381,"Food crops: maize, rice, beans, etc.",Seasonally
7182,"Food crops: maize, rice, beans, etc.",Seasonally
7182,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Throughout the year
3073,"Food crops: maize, rice, beans, etc.",Seasonally
3073,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
3581,"Food crops: maize, rice, beans, etc.",Seasonally
5123,"Food crops: maize, rice, beans, etc.",Seasonally
5123,"Other livestock such as poultry, rabbits etc.",Seasonally
3582,"Food crops: maize, rice, beans, etc.",Seasonally
1971,Oil seeds,Seasonally
1971,"Food crops: maize, rice, beans, etc.",Seasonally
3868,"Other livestock such as poultry, rabbits etc.",Throughout the year
3868,"Food crops: maize, rice, beans, etc.",Seasonally
3868,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Only sometimes
3868,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
5888,"Food crops: maize, rice, beans, etc.",Seasonally
5888,Oil seeds,Seasonally
675,"Goats, sheep, pigs, etc.",Only sometimes
675,"Food crops: maize, rice, beans, etc.",Throughout the year
675,Cattle,Throughout the year
2606,Cattle,Throughout the year
2606,"Food crops: maize, rice, beans, etc.",Seasonally
3074,"Food crops: maize, rice, beans, etc.",Seasonally
3074,"Goats, sheep, pigs, etc.",Throughout the year
3074,"Other livestock such as poultry, rabbits etc.",Throughout the year
4894,"Food crops: maize, rice, beans, etc.",Throughout the year
4894,"Other livestock such as poultry, rabbits etc.",Throughout the year
4894,"Goats, sheep, pigs, etc.",Throughout the year
4894,Cattle,Throughout the year
1286,"Food crops: maize, rice, beans, etc.",Seasonally
4895,"Other livestock such as poultry, rabbits etc.",Throughout the year
4895,"Food crops: maize, rice, beans, etc.",Seasonally
4895,Oil seeds,Seasonally
5452,"Food crops: maize, rice, beans, etc.",Seasonally
5452,Oil seeds,Seasonally
5452,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
235,"Other livestock such as poultry, rabbits etc.",Throughout the year
235,"Food crops: maize, rice, beans, etc.",Seasonally
1735,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
1735,Oil seeds,Seasonally
1735,"Food crops: maize, rice, beans, etc.",Seasonally
2817,Oil seeds,Seasonally
2817,"Other livestock such as poultry, rabbits etc.",Throughout the year
3583,"Food crops: maize, rice, beans, etc.",Seasonally
955,"Food crops: maize, rice, beans, etc.",Seasonally
3075,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
3075,"Food crops: maize, rice, beans, etc.",Seasonally
3075,"Other livestock such as poultry, rabbits etc.",Throughout the year
8056,"Food crops: maize, rice, beans, etc.",Seasonally
8835,"Food crops: maize, rice, beans, etc.",Seasonally
8835,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Only sometimes
956,"Food crops: maize, rice, beans, etc.",Seasonally
3584,"Food crops: maize, rice, beans, etc.",Seasonally
5693,"Food crops: maize, rice, beans, etc.",Seasonally
5693,"Goats, sheep, pigs, etc.",Throughout the year
5693,"Other livestock such as poultry, rabbits etc.",Throughout the year
5693,Cattle,Throughout the year
5889,"Food crops: maize, rice, beans, etc.",Seasonally
9120,"Food crops: maize, rice, beans, etc.",Seasonally
9120,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Throughout the year
9120,"Goats, sheep, pigs, etc.",Throughout the year
6037,"Food crops: maize, rice, beans, etc.",Seasonally
9249,"Food crops: maize, rice, beans, etc.",Seasonally
7904,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
2607,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
2607,"Food crops: maize, rice, beans, etc.",Seasonally
2607,"Other livestock such as poultry, rabbits etc.",Throughout the year
2607,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
1972,"Food crops: maize, rice, beans, etc.",Seasonally
8669,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
8669,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
8669,"Food crops: maize, rice, beans, etc.",Seasonally
8669,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
5124,"Other livestock such as poultry, rabbits etc.",Throughout the year
5124,"Food crops: maize, rice, beans, etc.",Seasonally
9424,"Food crops: maize, rice, beans, etc.",Seasonally
9424,"Goats, sheep, pigs, etc.",Throughout the year
9046,"Other livestock such as poultry, rabbits etc.",Throughout the year
9046,Cattle,Throughout the year
9046,"Food crops: maize, rice, beans, etc.",Seasonally
9508,"Food crops: maize, rice, beans, etc.",Seasonally
9508,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
9508,Cattle,Throughout the year
9508,Oil seeds,Seasonally
4622,"Other livestock such as poultry, rabbits etc.",Throughout the year
4622,"Food crops: maize, rice, beans, etc.",Seasonally
4622,Cattle,Throughout the year
5694,"Other livestock such as poultry, rabbits etc.",Throughout the year
5694,"Food crops: maize, rice, beans, etc.",Seasonally
5694,"Goats, sheep, pigs, etc.",Throughout the year
676,"Food crops: maize, rice, beans, etc.",Seasonally
676,Cattle,Throughout the year
3585,"Food crops: maize, rice, beans, etc.",Seasonally
4382,"Food crops: maize, rice, beans, etc.",Seasonally
4382,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
6415,Fishing or aquaculture,Throughout the year
6415,"Other livestock such as poultry, rabbits etc.",Throughout the year
6415,"Food crops: maize, rice, beans, etc.",Seasonally
6415,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
6415,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Only sometimes
5890,"Food crops: maize, rice, beans, etc.",Seasonally
5890,"Other livestock such as poultry, rabbits etc.",Throughout the year
1288,"Food crops: maize, rice, beans, etc.",Seasonally
1288,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
5125,"Food crops: maize, rice, beans, etc.",Throughout the year
6564,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
6564,"Food crops: maize, rice, beans, etc.",Throughout the year
957,"Food crops: maize, rice, beans, etc.",Seasonally
476,Cattle,Throughout the year
476,"Food crops: maize, rice, beans, etc.",Seasonally
476,"Goats, sheep, pigs, etc.",Throughout the year
1544,"Food crops: maize, rice, beans, etc.",Seasonally
4896,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Throughout the year
4896,"Food crops: maize, rice, beans, etc.",Seasonally
677,"Goats, sheep, pigs, etc.",Throughout the year
677,"Food crops: maize, rice, beans, etc.",Seasonally
677,Cattle,Throughout the year
2432,"Food crops: maize, rice, beans, etc.",Seasonally
4100,"Food crops: maize, rice, beans, etc.",Only sometimes
3076,"Other livestock such as poultry, rabbits etc.",Throughout the year
3076,"Food crops: maize, rice, beans, etc.",Seasonally
3076,"Goats, sheep, pigs, etc.",Throughout the year
958,"Food crops: maize, rice, beans, etc.",Seasonally
236,"Goats, sheep, pigs, etc.",Throughout the year
236,Oil seeds,Seasonally
236,"Food crops: maize, rice, beans, etc.",Seasonally
4897,"Food crops: maize, rice, beans, etc.",Seasonally
4897,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1289,"Food crops: maize, rice, beans, etc.",Seasonally
6039,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
2215,"Food crops: maize, rice, beans, etc.",Seasonally
1290,"Food crops: maize, rice, beans, etc.",Seasonally
6565,"Food crops: maize, rice, beans, etc.",Seasonally
9047,Cattle,Throughout the year
9047,"Food crops: maize, rice, beans, etc.",Seasonally
9047,"Other livestock such as poultry, rabbits etc.",Throughout the year
9047,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1546,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
1546,"Other livestock such as poultry, rabbits etc.",Throughout the year
1546,"Food crops: maize, rice, beans, etc.",Seasonally
8244,Cattle,Throughout the year
8244,"Other livestock such as poultry, rabbits etc.",Throughout the year
8244,"Food crops: maize, rice, beans, etc.",Seasonally
8244,"Goats, sheep, pigs, etc.",Throughout the year
8244,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1736,Oil seeds,Seasonally
1736,"Food crops: maize, rice, beans, etc.",Seasonally
7905,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
959,"Food crops: maize, rice, beans, etc.",Seasonally
3339,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
3339,"Other livestock such as poultry, rabbits etc.",Throughout the year
1973,"Goats, sheep, pigs, etc.",Throughout the year
1973,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
1973,"Food crops: maize, rice, beans, etc.",Seasonally
9877,"Food crops: maize, rice, beans, etc.",Seasonally
5268,"Food crops: maize, rice, beans, etc.",Throughout the year
678,Cattle,Only sometimes
678,"Goats, sheep, pigs, etc.",Throughout the year
678,"Other livestock such as poultry, rabbits etc.",Seasonally
678,"Food crops: maize, rice, beans, etc.",Seasonally
1547,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
1547,"Food crops: maize, rice, beans, etc.",Seasonally
2818,"Food crops: maize, rice, beans, etc.",Seasonally
1291,"Food crops: maize, rice, beans, etc.",Seasonally
7041,"Food crops: maize, rice, beans, etc.",Seasonally
5269,"Food crops: maize, rice, beans, etc.",Seasonally
5269,"Goats, sheep, pigs, etc.",Throughout the year
5269,"Other livestock such as poultry, rabbits etc.",Throughout the year
4101,"Goats, sheep, pigs, etc.",Throughout the year
4101,"Food crops: maize, rice, beans, etc.",Seasonally
5891,"Food crops: maize, rice, beans, etc.",Seasonally
3077,"Food crops: maize, rice, beans, etc.",Seasonally
3077,Cattle,Throughout the year
1548,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Throughout the year
1548,"Food crops: maize, rice, beans, etc.",Seasonally
1548,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
6416,"Food crops: maize, rice, beans, etc.",Seasonally
6416,Cattle,Throughout the year
3587,"Food crops: maize, rice, beans, etc.",Seasonally
3587,"Goats, sheep, pigs, etc.",Throughout the year
3587,"Other livestock such as poultry, rabbits etc.",Throughout the year
9189,"Other livestock such as poultry, rabbits etc.",Throughout the year
9189,"Goats, sheep, pigs, etc.",Throughout the year
2820,"Food crops: maize, rice, beans, etc.",Seasonally
4623,"Food crops: maize, rice, beans, etc.",Seasonally
4623,"Other livestock such as poultry, rabbits etc.",Throughout the year
4623,"Goats, sheep, pigs, etc.",Seasonally
5892,"Food crops: maize, rice, beans, etc.",Seasonally
5892,"Goats, sheep, pigs, etc.",Throughout the year
5892,Oil seeds,Seasonally
2216,"Food crops: maize, rice, beans, etc.",Seasonally
2216,"Other livestock such as poultry, rabbits etc.",Throughout the year
2216,Oil seeds,Seasonally
2217,Oil seeds,Seasonally
2217,"Goats, sheep, pigs, etc.",Seasonally
2217,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
2217,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
2217,"Food crops: maize, rice, beans, etc.",Seasonally
2217,Cattle,Seasonally
2217,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
6566,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
6566,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
4383,"Food crops: maize, rice, beans, etc.",Seasonally
4383,Cattle,Throughout the year
8318,"Other livestock such as poultry, rabbits etc.",Throughout the year
8318,"Food crops: maize, rice, beans, etc.",Seasonally
1550,"Food crops: maize, rice, beans, etc.",Seasonally
8461,"Food crops: maize, rice, beans, etc.",Seasonally
6861,"Other livestock such as poultry, rabbits etc.",Throughout the year
1974,"Food crops: maize, rice, beans, etc.",Seasonally
477,Cattle,Throughout the year
477,"Food crops: maize, rice, beans, etc.",Seasonally
477,"Other livestock such as poultry, rabbits etc.",Throughout the year
477,"Goats, sheep, pigs, etc.",Throughout the year
7184,"Food crops: maize, rice, beans, etc.",Seasonally
2608,"Food crops: maize, rice, beans, etc.",Throughout the year
1737,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
1737,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
1737,"Food crops: maize, rice, beans, etc.",Seasonally
1737,Oil seeds,Seasonally
1737,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Only sometimes
2822,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
2822,Oil seeds,Seasonally
2822,Cattle,Throughout the year
2822,"Food crops: maize, rice, beans, etc.",Seasonally
2822,"Other livestock such as poultry, rabbits etc.",Throughout the year
2822,"Goats, sheep, pigs, etc.",Throughout the year
5893,"Food crops: maize, rice, beans, etc.",Seasonally
5893,"Other livestock such as poultry, rabbits etc.",Throughout the year
5893,"Goats, sheep, pigs, etc.",Throughout the year
5893,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
5893,Cattle,Throughout the year
2823,"Food crops: maize, rice, beans, etc.",Seasonally
2823,"Other livestock such as poultry, rabbits etc.",Throughout the year
3340,"Food crops: maize, rice, beans, etc.",Seasonally
9425,"Other livestock such as poultry, rabbits etc.",Throughout the year
9425,"Food crops: maize, rice, beans, etc.",Seasonally
1975,"Food crops: maize, rice, beans, etc.",Seasonally
4625,"Food crops: maize, rice, beans, etc.",Seasonally
4625,"Other livestock such as poultry, rabbits etc.",Throughout the year
4625,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
4625,Cattle,Throughout the year
3078,"Food crops: maize, rice, beans, etc.",Seasonally
3078,"Other livestock such as poultry, rabbits etc.",Throughout the year
1292,Cattle,Throughout the year
1292,"Food crops: maize, rice, beans, etc.",Seasonally
1292,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
9049,"Food crops: maize, rice, beans, etc.",Seasonally
3869,"Food crops: maize, rice, beans, etc.",Seasonally
3590,Cattle,Throughout the year
3590,"Food crops: maize, rice, beans, etc.",Seasonally
3590,"Goats, sheep, pigs, etc.",Throughout the year
3590,"Other livestock such as poultry, rabbits etc.",Throughout the year
3079,"Food crops: maize, rice, beans, etc.",Seasonally
9558,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
6040,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Only sometimes
6692,"Food crops: maize, rice, beans, etc.",Seasonally
2218,"Food crops: maize, rice, beans, etc.",Seasonally
7972,"Food crops: maize, rice, beans, etc.",Seasonally
7972,"Other livestock such as poultry, rabbits etc.",Throughout the year
4102,"Food crops: maize, rice, beans, etc.",Seasonally
4102,"Goats, sheep, pigs, etc.",Throughout the year
2824,"Food crops: maize, rice, beans, etc.",Seasonally
2824,Oil seeds,Seasonally
2824,Cattle,Throughout the year
10,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
10,"Goats, sheep, pigs, etc.",Throughout the year
4898,"Food crops: maize, rice, beans, etc.",Seasonally
237,"Food crops: maize, rice, beans, etc.",Seasonally
1293,"Food crops: maize, rice, beans, etc.",Seasonally
1738,"Food crops: maize, rice, beans, etc.",Seasonally
1738,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
680,"Goats, sheep, pigs, etc.",Throughout the year
680,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
680,Cattle,Throughout the year
680,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
680,"Other livestock such as poultry, rabbits etc.",Throughout the year
479,Cattle,Throughout the year
479,"Goats, sheep, pigs, etc.",Throughout the year
479,"Food crops: maize, rice, beans, etc.",Seasonally
1551,"Food crops: maize, rice, beans, etc.",Seasonally
6417,Cattle,Throughout the year
6417,"Other livestock such as poultry, rabbits etc.",Throughout the year
1739,"Food crops: maize, rice, beans, etc.",Seasonally
1739,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
1739,"Goats, sheep, pigs, etc.",Throughout the year
3592,"Food crops: maize, rice, beans, etc.",Seasonally
960,"Food crops: maize, rice, beans, etc.",Throughout the year
960,Oil seeds,Throughout the year
238,"Other livestock such as poultry, rabbits etc.",Throughout the year
238,"Food crops: maize, rice, beans, etc.",Seasonally
238,Other (specify),Seasonally
8464,"Food crops: maize, rice, beans, etc.",Throughout the year
1295,"Other livestock such as poultry, rabbits etc.",Seasonally
1295,"Food crops: maize, rice, beans, etc.",Seasonally
8319,"Food crops: maize, rice, beans, etc.",Seasonally
4104,"Food crops: maize, rice, beans, etc.",Seasonally
4384,"Food crops: maize, rice, beans, etc.",Seasonally
4384,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
4384,"Other livestock such as poultry, rabbits etc.",Seasonally
1552,"Food crops: maize, rice, beans, etc.",Seasonally
1552,Oil seeds,Seasonally
1296,"Food crops: maize, rice, beans, etc.",Seasonally
6567,"Food crops: maize, rice, beans, etc.",Seasonally
6567,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
8837,"Food crops: maize, rice, beans, etc.",Seasonally
7973,"Food crops: maize, rice, beans, etc.",Seasonally
4899,"Food crops: maize, rice, beans, etc.",Seasonally
4899,Oil seeds,Seasonally
1297,"Food crops: maize, rice, beans, etc.",Seasonally
1977,"Food crops: maize, rice, beans, etc.",Seasonally
1977,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5453,Oil seeds,Seasonally
5453,"Other livestock such as poultry, rabbits etc.",Throughout the year
5453,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5453,"Food crops: maize, rice, beans, etc.",Seasonally
1740,"Food crops: maize, rice, beans, etc.",Seasonally
2219,"Goats, sheep, pigs, etc.",Throughout the year
2219,"Food crops: maize, rice, beans, etc.",Seasonally
2219,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
7185,"Food crops: maize, rice, beans, etc.",Seasonally
4626,"Food crops: maize, rice, beans, etc.",Seasonally
8838,"Food crops: maize, rice, beans, etc.",Seasonally
8838,"Goats, sheep, pigs, etc.",Throughout the year
239,"Goats, sheep, pigs, etc.",Throughout the year
239,Cattle,Throughout the year
239,"Other livestock such as poultry, rabbits etc.",Throughout the year
239,"Food crops: maize, rice, beans, etc.",Throughout the year
2825,"Food crops: maize, rice, beans, etc.",Seasonally
2825,"Other livestock such as poultry, rabbits etc.",Throughout the year
2825,"Goats, sheep, pigs, etc.",Throughout the year
2825,Cattle,Throughout the year
2825,Oil seeds,Seasonally
4900,"Food crops: maize, rice, beans, etc.",Seasonally
4900,"Other livestock such as poultry, rabbits etc.",Throughout the year
4900,Cattle,Throughout the year
4900,"Goats, sheep, pigs, etc.",Throughout the year
4900,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
1298,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
3080,"Food crops: maize, rice, beans, etc.",Seasonally
2434,"Food crops: maize, rice, beans, etc.",Seasonally
5126,"Food crops: maize, rice, beans, etc.",Seasonally
5126,"Other livestock such as poultry, rabbits etc.",Throughout the year
4385,"Food crops: maize, rice, beans, etc.",Seasonally
4385,"Other livestock such as poultry, rabbits etc.",Throughout the year
4385,Cattle,Throughout the year
4385,"Goats, sheep, pigs, etc.",Throughout the year
9050,"Other livestock such as poultry, rabbits etc.",Throughout the year
7186,Oil seeds,Seasonally
7186,"Food crops: maize, rice, beans, etc.",Seasonally
54,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
54,"Food crops: maize, rice, beans, etc.",Seasonally
3341,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
3341,"Goats, sheep, pigs, etc.",Throughout the year
9426,"Other livestock such as poultry, rabbits etc.",Throughout the year
9426,"Food crops: maize, rice, beans, etc.",Seasonally
1299,"Food crops: maize, rice, beans, etc.",Seasonally
7342,Other (specify),Throughout the year
3870,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
3870,Cattle,Throughout the year
3870,"Other livestock such as poultry, rabbits etc.",Throughout the year
3870,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
3870,"Goats, sheep, pigs, etc.",Throughout the year
9427,"Food crops: maize, rice, beans, etc.",Seasonally
3871,"Goats, sheep, pigs, etc.",Throughout the year
3871,Cattle,Throughout the year
3871,"Food crops: maize, rice, beans, etc.",Seasonally
5454,"Food crops: maize, rice, beans, etc.",Throughout the year
5454,"Goats, sheep, pigs, etc.",Throughout the year
5454,"Other livestock such as poultry, rabbits etc.",Throughout the year
5454,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
5454,Cattle,Throughout the year
9428,"Goats, sheep, pigs, etc.",Throughout the year
9428,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
9428,"Food crops: maize, rice, beans, etc.",Throughout the year
9428,"Vegetables – tomatoes, carrots, onions, cabbages, etc.",Seasonally
9428,"Other livestock such as poultry, rabbits etc.",Throughout the year
55,"Food crops: maize, rice, beans, etc.",Seasonally
55,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Throughout the year
961,"Food crops: maize, rice, beans, etc.",Throughout the year
961,"Other livestock such as poultry, rabbits etc.",Throughout the year
5455,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
5455,"Food crops: maize, rice, beans, etc.",Seasonally
2220,"Goats, sheep, pigs, etc.",Throughout the year
2220,Oil seeds,Seasonally
2220,"Food crops: maize, rice, beans, etc.",Seasonally
2220,"Other livestock such as poultry, rabbits etc.",Throughout the year
2220,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
2826,"Other livestock such as poultry, rabbits etc.",Throughout the year
2826,"Food crops: maize, rice, beans, etc.",Seasonally
681,"Food crops: maize, rice, beans, etc.",Throughout the year
3081,Oil seeds,Seasonally
3081,"Other livestock such as poultry, rabbits etc.",Only sometimes
3081,"Food crops: maize, rice, beans, etc.",Seasonally
1553,"Food crops: maize, rice, beans, etc.",Seasonally
7906,"Food crops: maize, rice, beans, etc.",Seasonally
4105,"Food crops: maize, rice, beans, etc.",Seasonally
4105,"Fruit – bananas, mangos, pineapple, oranges, coconuts, avocado etc.",Seasonally
2221,"Other livestock such as poultry, rabbits etc.",Throughout the year
2221,"Goats, sheep, pigs, etc.",Throughout the year
2221,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Throughout the year
2221,"Food crops: maize, rice, beans, etc.",Seasonally
5456,"Other livestock such as poultry, rabbits etc.",Throughout the year
5456,"Food crops: maize, rice, beans, etc.",Seasonally
5456,"Goats, sheep, pigs, etc.",Throughout the year
5456,Cattle,Throughout the year
3082,"Food crops: maize, rice, beans, etc.",Seasonally
6418,Fishing or aquaculture,Throughout the year
1554,"Food crops: maize, rice, beans, etc.",Seasonally
1741,"Food crops: maize, rice, beans, etc.",Seasonally
1741,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
9322,"Goats, sheep, pigs, etc.",Throughout the year
9322,"Other livestock such as poultry, rabbits etc.",Throughout the year
9322,"Food crops: maize, rice, beans, etc.",Seasonally
9322,"Cash crops: coffee, cotton, cashew nuts, spices etc.",Seasonally
9322,Cattle,Throughout the year
9322,Oil seeds,Seasonally
3594,"Food crops: maize, rice, beans, etc.",Throughout the year
9121,Cattle,Throughout the year
